title,year,baseline_year,country,treatment_type,duration_month,duration_years,z_treatment_effect,invSE,intervention_value,intervention_value_k,intervention_value_10k,intervention_value_100k,all_n,treatment_n,control_n,se_treatment_effect,population,depression_yn,outcome,outcome_negative,transfer_type,outcome_category,archive_name,id,int_Asset,int_CCT,int_Grad,int_Healthcare,int_Lottery,int_Neighborhood,int_Savings,int_UCT,treatment,age,age_range,female_share,authors,duration,z_se,LMIC,lumpsum,gdppercapita,ST,_meta_id,_meta_studylabel,_meta_es,_meta_se,_meta_cil,_meta_ciu,_meta_studysize,out_depression,out_anx_stress,out_happiness,out_other,intervention_gdp,lumpsumXyears_since,id_factor,_meta_regweight
Income Shocks and Adolescent Mental Health,2013,2007,Malawi,CCT,24,2,-.8741188318227593,.6673387096774194,338.4,.3384,.03384,.003384,747,369,378,.036,adolescent girls and droputs,N,psychological distress (GHQ-12),1,Conditional,Stress,Baird_Malawi_13,Baird et al. 2013,0,1,0,0,0,0,0,0,CCT,17,13 to 24,1,Baird et al.,24 months,1.498489425981873,1,0,794.529,0,94,Baird et al. 2013,-.8741188318227593,1.498489425981873,-3.811104137961329,2.06286647431581,747,0,1,0,0,.42591271,0,Baird et al. 2013,.4435374843394083
Income Shocks and Adolescent Mental Health,2013,2007,Malawi,CCT,12,1,-.153691223177628,.6849002546689305,169.2,.1692,.01692,.001692,747,369,378,.038,adolescent girls and droputs,N,psychological distress (GHQ-12),1,Conditional,Stress,Baird_Malawi_13,Baird et al. 2013,0,1,0,0,0,0,0,0,CCT,17,13 to 24,1,Baird et al.,12 months,1.460066620187466,1,0,794.529,0,95,Baird et al. 2013,-.153691223177628,1.460066620187466,-3.015369213774183,2.707986767418927,747,0,1,0,0,.21295635,0,Baird et al. 2013,.4670878569226896
Government of Malawi's unconditional cash transfer improves youth mental health.,2019,2013,Malawi,UCT,24,2,.3695053331346527,7.57038409585803,192,.192,.0192,.00192,635,318,318,.8139999999999999,"ultra-poor, labor constrainted household",Y,depression (CES-D),1,Unconditional,Depression,Angeles_Hoop_19,Angeles et al. 2019,0,0,0,0,0,0,0,1,UCT,15.37,15 to 22,1,Angeles et al.,2 years,.132093693970842,1,0,1026.14,0,96,Angeles et al. 2019,.3695053331346527,.132093693970842,.1106064503669467,.6284042159023586,635,1,0,0,0,.18710898,0,Angeles et al. 2019,37.62360497927024
Government of Malawi's unconditional cash transfer improves youth mental health.,2019,2013,Malawi,UCT,24,2,.3257942453716637,7.648395618056096,192,.192,.0192,.00192,635,318,318,.061,"ultra-poor, labor constrainted household",Y,depressive symptoms (CES-D greater than or equal to 10),1,Unconditional,Depression,Angeles_Hoop_19,Angeles et al. 2019,0,0,0,0,0,0,0,1,UCT,15.37,15 to 22,1,Angeles et al.,2 years,.1307463747873124,1,0,1026.14,0,97,Angeles et al. 2019,.3257942453716637,.1307463747873124,.0695360596793557,.5820524310639716,635,1,0,0,0,.18710898,0,Angeles et al. 2019,38.13165696005031
Government of Malawi's unconditional cash transfer improves youth mental health.,2019,2013,Malawi,UCT,24,2,.3353758079722763,11.92691871302375,192,.192,.0192,.00192,731,366,366,.457,"ultra-poor, labor constrainted household",Y,depression (CES-D),1,Unconditional,Depression,Angeles_Hoop_19,Angeles et al. 2019,0,0,0,0,0,0,0,1,UCT,15.37,15 to 22,0,Angeles et al.,2 years,.0838439519930691,1,0,1026.14,0,98,Angeles et al. 2019,.3353758079722763,.0838439519930691,.1710446817443556,.4997069342001969,731,1,0,0,0,.18710898,0,Angeles et al. 2019,61.88071765907915
Government of Malawi's unconditional cash transfer improves youth mental health.,2019,2013,Malawi,UCT,24,2,.2902825177590536,12.80803524322043,192,.192,.0192,.00192,731,366,366,.039,"ultra-poor, labor constrainted household",Y,depressive symptoms (CES-D greater than or equal to 10),1,Unconditional,Depression,Angeles_Hoop_19,Angeles et al. 2019,0,0,0,0,0,0,0,1,UCT,15.37,15 to 22,0,Angeles et al.,2 years,.0780759875351937,1,0,1026.14,0,99,Angeles et al. 2019,.2902825177590536,.0780759875351937,.1372563941326757,.4433086413854314,731,1,0,0,0,.18710898,0,Angeles et al. 2019,65.67637894582674
The Psychology of Poverty: Evidence from the Field,2020,2013,Malawi,UCT,24,2,.6126712179849545,6.855226550079492,120,.12,.012,.0012,7551,3624,3927,.11,vulnerable households,N,Quality of life scale,0,Unconditional,Happiness or Satisfaction,Molotskya_2020,Molotskya 2020,0,0,0,0,0,0,0,1,UCT,56.89,,.88,Molotskya,Combined Follow up waves,.1458740995202273,1,0,1026.14,0,100,Molotskya 2020,.6126712179849545,.1458740995202273,.3267632366480975,.8985791993218115,7551,0,0,1,0,.11694311,0,Molotskya 2020,32.88438747152648
Government of Malawi's unconditional cash transfer improves youth mental health.,2019,2013,Malawi,UCT,24,2,.3470242160142769,12.4426323512376,192,.192,.0192,.00192,1366,660,706,.475,"ultra-poor, labor constrainted household",Y,depression (CES-D),1,Unconditional,Depression,Angeles_Hoop_19,Angeles et al. 2019,0,0,0,0,0,0,0,1,UCT,15.37,15 to 22,.835,Angeles et al.,2 years,.0803688457370948,1,0,1026.14,0,101,Angeles et al. 2019,.3470242160142769,.0803688457370948,.1895041728905156,.5045442591380382,1366,1,0,0,0,.18710898,0,Angeles et al. 2019,64.14587927071091
Government of Malawi's unconditional cash transfer improves youth mental health.,2019,2013,Malawi,UCT,24,2,.3051599525176181,12.8491717187319,192,.192,.0192,.00192,1366,660,706,.038,"ultra-poor, labor constrainted household",Y,depressive symptoms (CES-D greater than or equal to 10),1,Unconditional,Depression,Angeles_Hoop_19,Angeles et al. 2019,0,0,0,0,0,0,0,1,UCT,15.37,15 to 22,.835,Angeles et al.,2 years,.0778260281588556,1,0,1026.14,0,102,Angeles et al. 2019,.3051599525176181,.0778260281588556,.152623740266461,.4576961647687752,1366,1,0,0,0,.18710898,0,Angeles et al. 2019,65.84489935344425
The Psychology of Poverty: Evidence from the Field,2020,2013,Malawi,UCT,24,2,.3969667386523879,5.691306195901784,120,.12,.012,.0012,7551,3624,3927,.54,vulnerable households,N,Low Stress Index (scale-1-4),0,Unconditional,Stress,Molotskya_2020,Molotskya 2020,0,0,0,0,0,0,0,1,UCT,56.89,,.88,Molotskya,Combined Follow up waves,.1757065892395815,1,0,1026.14,0,103,Molotskya 2020,.3969667386523879,.1757065892395815,.0525881518964351,.7413453254083405,7551,0,1,0,0,.11694311,0,Molotskya 2020,24.99805010471166
The Psychology of Poverty: Evidence from the Field,2020,2013,Malawi,UCT,24,2,.4696503033313763,9.900983704292527,120,.12,.012,.0012,7551,3624,3927,.04,vulnerable households,N,Generally feels happy,0,Unconditional,Happiness or Satisfaction,Molotskya_2020,Molotskya 2020,0,0,0,0,0,0,0,1,UCT,56.89,,.88,Molotskya,Combined Follow up waves,.1010000652325541,1,0,1026.14,0,104,Molotskya 2020,.4696503033313763,.1010000652325541,.2716938130393743,.6676067936233783,7551,0,0,1,0,.11694311,0,Molotskya 2020,51.72950419660736
Does alleviating poverty affect mothers’ depressive symptoms? A quasi-experimental investigation of Mexico’s Oportunidades programm,2011,2003,Mexico,CCT,51,4.25,.1676272291039982,26.63500424179028,2193,2.193,.2193,.02193,6343,5050,1293,.383,mothers of vulnerable households,Y,Full depression scale,1,Conditional,Depression,ozer_2011,Ozer 2011,0,1,0,0,0,0,0,0,CCT,36.9,,1,Ozer,,.0375445782145212,1,0,13151.04,1,105,Ozer 2011,.1676272291039982,.0375445782145212,.0940412079887895,.2412132502192069,6343,1,0,0,0,.16675487,0,Ozer 2011,94.87747114864034
Effects of a Conditional Cash Transfer Program on Children's Behavior Problems,2008,2003,Mexico,CCT,51,4.25,.0938028672089361,11.67595541401274,2193,2.193,.2193,.02193,945,702,243,.21,children of vulnerable households,N,Behavior Problems Index - Anxiety,1,Conditional,Anxiety,ozer_2009,Ozer 2008,0,1,0,0,0,0,0,0,CCT,5.158,,.49,Ozer,,.0856460961472894,1,0,13151.04,1,106,Ozer 2008,.0938028672089361,.0856460961472894,-.0740603966562059,.261666131074078,945,0,1,0,0,.16675487,0,Ozer 2008,60.73279574712158
Effects of a Conditional Cash Transfer Program on Children's Behavior Problems,2008,2003,Mexico,CCT,51,4.25,.1858024813112685,14.24662795054327,2193,2.193,.2193,.02193,945,702,243,.17,children of vulnerable households,N,Behavior Problems Index -Aggresiveness,1,Conditional,Other,ozer_2009,Ozer 2008,0,1,0,0,0,0,0,0,CCT,5.158,,.49,Ozer,,.0701920484953681,1,0,13151.04,1,107,Ozer 2008,.1858024813112685,.0701920484953681,.0482285942592582,.3233763683632788,945,0,0,0,1,.16675487,0,Ozer 2008,71.13772865834414
The Effects of Lottery Prizes on Winners and their Neighbors: Evidence from the Dutch Postcode Lottery,2011,2003,Netherlands,Lottery,6,.5,.0786111641746117,1.648997709049255,30000,30,3,.3,1458,430,1028,.054,lottery winners,N,happiness (level),0,,Happiness or Satisfaction,Kuhn_11,Kuhn et al. 2011,0,0,0,0,1,0,0,0,Lottery,50,Adults on average 50.,,Kuhn et al.,6 montths,.6064289807755763,0,1,35714.643,0,108,Kuhn et al. 2011,.0786111641746117,.6064289807755763,-1.10996779732685,1.267190125676074,1458,0,0,1,0,.83999157,.5,Kuhn et al. 2011,
The Effects of Lottery Prizes on Winners and their Neighbors: Evidence from the Dutch Postcode Lottery,2011,2003,Netherlands,Lottery,6,.5,.0266529280439636,2.084407216494845,30000,30,3,.3,1458,430,1028,.036,lottery winners,N,change in happiness,0,,Happiness or Satisfaction,Kuhn_11,Kuhn et al. 2011,0,0,0,0,1,0,0,0,Lottery,50,Adults on average 50.,,Kuhn et al.,6 montths,.4797527047913447,0,1,35714.643,0,109,Kuhn et al. 2011,.0266529280439636,.4797527047913447,-.9136450948327486,.9669509509206756,1458,0,0,1,0,.83999157,.5,Kuhn et al. 2011,
"Cash Transfers, Behavioral Changes, and Cognitive Development in Early Childhood: Evidence from a Randomized Experiment",2012,2005,Nicaragua,CCT,24,2,.0036642892107387,13.55829897837254,252.25,.25225,.025225,.0025225,1874,916,958,.785,mothers of vulnerable households,Y,CES DEpression scale,1,Conditional,Depression,Macours_2012,Macours 2012,0,1,0,0,0,0,0,0,CCT,41.56258,,1,Macours,,.0737555648828179,1,1,3376.159,1,110,Macours 2012,.0036642892107387,.0737555648828179,-.1408939616189915,.148222540040469,1874,1,0,0,0,.074715085,2,Macours 2012,68.6332474796744
"Cash Transfers, Behavioral Changes, and Cognitive Development in Early Childhood: Evidence from a Randomized Experiment",2012,2005,Nicaragua,CCT,9,.75,.0467121592442961,14.76393263704686,252.25,.25225,.025225,.0025225,1355,668,687,.696,mothers of vulnerable households,Y,CES DEpression scale,1,Conditional,Depression,Macours_2012,Macours 2012,0,1,0,0,0,0,0,0,CCT,41.56258,,1,Macours,,.0677326309042293,1,1,3376.159,1,111,Macours 2012,.0467121592442961,.0677326309042293,-.086041357906138,.1794656763947301,1355,1,0,0,0,.074715085,.75,Macours 2012,72.89679694395451
"Cash Transfers, Behavioral Changes, and Cognitive Development in Early Childhood: Evidence from a Randomized Experiment",2012,2005,Nicaragua,CCT,9,.75,.0763326493862457,8.676990352925021,252.25,.25225,.025225,.0025225,1327,659,668,.308,mothers of vulnerable households,N,HOME Scale,1,Conditional,Happiness or Satisfaction,Macours_2012,Macours 2012,0,1,0,0,0,0,0,0,CCT,41.56258,,1,Macours,,.1152473333870769,1,1,3376.159,1,112,Macours 2012,.0763326493862457,.1152473333870769,-.1495479733667055,.302213272139197,1327,0,0,1,0,.074715085,.75,Macours 2012,44.61843168587585
"Cash Transfers, Behavioral Changes, and Cognitive Development in Early Childhood: Evidence from a Randomized Experiment",2012,2005,Nicaragua,CCT,24,2,.058772733579619,16.13244935874386,252.25,.25225,.025225,.0025225,1857,911,946,.135,mothers of vulnerable households,N,HOME Scale,1,Conditional,Happiness or Satisfaction,Macours_2012,Macours 2012,0,1,0,0,0,0,0,0,CCT,41.56258,,1,Macours,,.0619868674472544,1,1,3376.159,1,113,Macours 2012,.058772733579619,.0619868674472544,-.0627192941314579,.1802647612906959,1857,0,0,1,0,.074715085,2,Macours 2012,77.08503667935989
Mental Health Effects of an Old Age Pension: Experimental Evidence for Ekiti State in Nigeria,2020,2013,Nigeria,UCT,12,1,.0133457304201368,17.15272641092773,384,.384,.0384,.00384,6059,3071,2988,.166,poor households with beneficiaries 65+,Y,"depression (Geriatric Depression Scale), 12 months",1,Unconditional,Depression,Alzua_2020,Alzua et al. 2020,0,0,0,0,0,0,0,1,UCT,78,65+,.31,Alzua et al.,1 year,.0582997697300714,1,1,5225.167,1,114,Alzua et al. 2020,.0133457304201368,.0582997697300714,-.1009197185577815,.1276111793980551,6059,1,0,0,0,.073490471,1,Alzua et al. 2020,79.81369743599258
Mental Health Effects of an Old Age Pension: Experimental Evidence for Ekiti State in Nigeria,2020,2013,Nigeria,UCT,6,.5,.2130812500286641,12.25683689817027,192,.192,.0192,.00192,6059,3071,2988,.188,poor households with beneficiaries 65+,N,"life satisfaction, 6 months",0,Unconditional,Happiness or Satisfaction,Alzua_2020,Alzua et al. 2020,0,0,0,0,0,0,0,1,UCT,78,65+,.31,Alzua et al.,6 months,.0815871181372482,1,1,5225.167,0,115,Alzua et al. 2020,.2130812500286641,.0815871181372482,.0531734368772431,.3729890631800851,6059,0,0,1,0,.036745235,.5,Alzua et al. 2020,63.34417026001589
Mental Health Effects of an Old Age Pension: Experimental Evidence for Ekiti State in Nigeria,2020,2013,Nigeria,UCT,12,1,.3183685321278201,11.09102856101672,384,.384,.0384,.00384,6059,3071,2988,.29,poor households with beneficiaries 65+,N,"life satisfaction, 12 months",0,Unconditional,Happiness or Satisfaction,Alzua_2020,Alzua et al. 2020,0,0,0,0,0,0,0,1,UCT,78,65+,.31,Alzua et al.,1 year,.0901629632002615,1,1,5225.167,1,116,Alzua et al. 2020,.3183685321278201,.0901629632002615,.1416523715158972,.4950846927397429,6059,0,0,1,0,.073490471,1,Alzua et al. 2020,57.93852019713318
Mental Health Effects of an Old Age Pension: Experimental Evidence for Ekiti State in Nigeria,2020,2013,Nigeria,UCT,6,.5,.1385046287095172,15.13520750770586,192,.192,.0192,.00192,6059,3071,2988,.135,poor households with beneficiaries 65+,Y,"depression (Geriatric Depression Scale), 6 months",1,Unconditional,Depression,Alzua_2020,Alzua et al. 2020,0,0,0,0,0,0,0,1,UCT,78,65+,.31,Alzua et al.,6 months,.066071112635282,1,1,5225.167,0,117,Alzua et al. 2020,.1385046287095172,.066071112635282,.0090076275258751,.2680016298931592,6059,1,0,0,0,.036745235,.5,Alzua et al. 2020,74.09763987630244
A multifaceted program causes lasting progress for the very poor: Evidence from six countries,2015,2008,Pakistan,Graduation Program,36,3,.053,23.25581395348837,2048,2.048,.2048,.02048,2309,,,.043,ultra poor households,N,self-reported happiness,0,In-kind,Happiness or Satisfaction,Banerjee_15,Banerjee et al. 2015,0,0,1,0,0,0,0,0,Grad,,18 to 60,,Banerjee et al.,36 months,.043,1,1,4005.281,0,118,Banerjee et al. 2015,.053,.043,-.0312784513352223,.1372784513352223,2309,0,0,1,0,.51132494,3,Banerjee et al. 2015,
A multifaceted program causes lasting progress for the very poor: Evidence from six countries,2015,2010,Peru,Graduation Program,36,3,.15,23.25581395348837,1095,1.095,.1095,.01095,2905,,,.043,ultra poor households,N,self-reported happiness,0,In-kind,Happiness or Satisfaction,Banerjee_15,Banerjee et al. 2015,0,0,1,0,0,0,0,0,Grad,,18 to 60,1,Banerjee et al.,36 months,.043,1,1,9532.699000000001,0,119,Banerjee et al. 2015,.15,.043,.0657215486647777,.2342784513352223,2905,0,0,1,0,.11486778,3,Banerjee et al. 2015,
A multifaceted program causes lasting progress for the very poor: Evidence from six countries,2015,2010,Peru,Graduation Program,36,3,.12,20.40816326530612,1095,1.095,.1095,.01095,2905,,,.049,ultra poor households,N,stress index,0,In-kind,Stress,Banerjee_15,Banerjee et al. 2015,0,0,1,0,0,0,0,0,Grad,,18 to 60,1,Banerjee et al.,36 months,.049,1,1,9532.699000000001,0,120,Banerjee et al. 2015,.12,.049,.0239617647575373,.2160382352424626,2905,0,1,0,0,.11486778,3,Banerjee et al. 2015,
A multifaceted program causes lasting progress for the very poor: Evidence from six countries,2015,2010,Peru,Graduation Program,24,2,-.062,21.73913043478261,1095,1.095,.1095,.01095,3078,,,.046,ultra poor households,N,stress index,0,In-kind,Stress,Banerjee_15,Banerjee et al. 2015,0,0,1,0,0,0,0,0,Grad,,18 to 60,1,Banerjee et al.,24 months,.046,1,1,9532.699000000001,0,121,Banerjee et al. 2015,-.062,.046,-.1521583432888425,.0281583432888425,3078,0,1,0,0,.11486778,2,Banerjee et al. 2015,
A multifaceted program causes lasting progress for the very poor: Evidence from six countries,2015,2010,Peru,Graduation Program,24,2,.14,20.40816326530612,1095,1.095,.1095,.01095,3077,,,.049,ultra poor households,N,self-reported happiness,0,In-kind,Happiness or Satisfaction,Banerjee_15,Banerjee et al. 2015,0,0,1,0,0,0,0,0,Grad,,18 to 60,1,Banerjee et al.,24 months,.049,1,1,9532.699000000001,0,122,Banerjee et al. 2015,.14,.049,.0439617647575374,.2360382352424626,3077,0,0,1,0,.11486778,2,Banerjee et al. 2015,
The Short Term Impact of a Productive Asset Transfer in Families with Child Labor: Experimental Evidence from the Philippines,2020,2016,Philippines,Asset Transfer,36,3,.0079224933772904,25.32761911950875,518,.518,.0518,.00518,3620,1813,1807,.304,children of beneficiary households,Y,CES Depression Scale,0,,Depression,edmonds_20,Edmonds & Theoharides 2020,1,0,0,0,0,0,0,0,Asset,13.32,5 to 17,.46,Edmonds & Theoharides,3 years,.0394825899458407,1,1,7788.953,0,123,Edmonds & Theoharides 2020,.0079224933772904,.0394825899458407,-.0694619609329207,.0853069476875015,3620,1,0,0,0,.066504449,3,Edmonds & Theoharides 2020,93.552462667344
The Short Term Impact of a Productive Asset Transfer in Families with Child Labor: Experimental Evidence from the Philippines,2020,2016,Philippines,Asset Transfer,36,3,.0908902444387207,22.24066223994703,518,.518,.0518,.00518,3620,1813,1807,.233,children of beneficiary households,N,life satisfaction,0,,Happiness or Satisfaction,edmonds_20,Edmonds & Theoharides 2020,1,0,0,0,0,0,0,0,Asset,13.32,5 to 17,.46,Edmonds & Theoharides,3 years,.0449626899240381,1,1,7788.953,0,124,Edmonds & Theoharides 2020,.0908902444387207,.0449626899240381,.0027649915395641,.1790154973378772,3620,0,0,1,0,.066504449,3,Edmonds & Theoharides 2020,89.6703515854593
Using Household Grants to Benchmark the Cost Effectiveness of a USAID Workforce Readiness Program,2020,2018,Rwanda,UCT,15,1.25,.4235962284484367,12.51191498898144,410,.41,.041,.0041,656,168,488,.1,"Youth 16-30 from poor households with less than secondary education,",N,subjective wellbeing,0,Unconditional,Depression,mcintosh_20,McIntosh & Zeitlin 2020,0,0,0,0,0,0,0,1,UCT,24,16 to 30,.59,McIntosh & Zeitlin,15 months,.0799238166883843,1,1,2174.509,0,125,McIntosh & Zeitlin 2020,.4235962284484367,.0799238166883843,.2669484262322221,.5802440306646512,656,1,0,0,0,.18854831,1.25,McIntosh & Zeitlin 2020,64.44074978679332
Using Household Grants to Benchmark the Cost Effectiveness of a USAID Workforce Readiness Program,2020,2018,Rwanda,UCT,15,1.25,.4074459936569248,10.90805778835741,317,.317,.0317,.00317,649,161,488,.09,"Youth 16-30 from poor households with less than secondary education,",N,subjective wellbeing,0,Unconditional,Depression,mcintosh_20,McIntosh & Zeitlin 2020,0,0,0,0,0,0,0,1,UCT,24,16 to 30,.59,McIntosh & Zeitlin,15 months,.0916753485728081,1,1,2174.509,0,126,McIntosh & Zeitlin 2020,.4074459936569248,.0916753485728081,.2277656121840655,.5871263751297841,649,1,0,0,0,.14578004,1.25,McIntosh & Zeitlin 2020,57.02982692771709
Using Household Grants to Benchmark the Cost Effectiveness of a USAID Workforce Readiness Program,2020,2018,Rwanda,UCT,15,1.25,.0690699650393445,11.26072349008329,410,.41,.041,.0041,656,168,488,.09,"Youth 16-30 from poor households with less than secondary education,",N,mental health,0,Unconditional,Depression,mcintosh_20,McIntosh & Zeitlin 2020,0,0,0,0,0,0,0,1,UCT,24,16 to 30,.59,McIntosh & Zeitlin,15 months,.0888042407648714,1,1,2174.509,0,127,McIntosh & Zeitlin 2020,.0690699650393445,.0888042407648714,-.1049831485342272,.2431230786129161,656,1,0,0,0,.18854831,1.25,McIntosh & Zeitlin 2020,58.7664645770706
Using Household Grants to Benchmark the Cost Effectiveness of a USAID Workforce Readiness Program,2020,2018,Rwanda,UCT,15,1.25,-.0611168990485387,10.90805778835742,317,.317,.0317,.00317,649,161,488,.09,"Youth 16-30 from poor households with less than secondary education,",N,mental health,0,Unconditional,Depression,mcintosh_20,McIntosh & Zeitlin 2020,0,0,0,0,0,0,0,1,UCT,24,16 to 30,.59,McIntosh & Zeitlin,15 months,.0916753485728081,1,1,2174.509,0,128,McIntosh & Zeitlin 2020,-.0611168990485387,.0916753485728081,-.2407972805213979,.1185634824243205,649,1,0,0,0,.14578004,1.25,McIntosh & Zeitlin 2020,57.0298269277171
Using Household Grants to Benchmark the Cost Effectiveness of a USAID Workforce Readiness Program,2020,2018,Rwanda,UCT,15,1.25,.48002605791118,11.1105079514666,503,.503,.0503,.00503,653,165,488,.09,"Youth 16-30 from poor households with less than secondary education,",N,subjective wellbeing,0,Unconditional,Depression,mcintosh_20,McIntosh & Zeitlin 2020,0,0,0,0,0,0,0,1,UCT,24,16 to 30,.59,McIntosh & Zeitlin,15 months,.0900048858583463,1,1,2174.509,0,129,McIntosh & Zeitlin 2020,.48002605791118,.0900048858583463,.3036197231961829,.656432392626177,653,1,0,0,0,.23131658,1.25,McIntosh & Zeitlin 2020,58.03428346191878
Using Household Grants to Benchmark the Cost Effectiveness of a USAID Workforce Readiness Program,2020,2018,Rwanda,UCT,15,1.25,.0842434384082969,13.05739676327912,750,.75,.075,.0075,666,178,488,.1,"Youth 16-30 from poor households with less than secondary education,",N,mental health,0,Unconditional,Depression,mcintosh_20,McIntosh & Zeitlin 2020,0,0,0,0,0,0,0,1,UCT,24,16 to 30,.59,McIntosh & Zeitlin,15 months,.0765849440075427,1,1,2174.509,0,130,McIntosh & Zeitlin 2020,.0842434384082969,.0765849440075427,-.0658602936045033,.2343471704210972,666,1,0,0,0,.34490544,1.25,McIntosh & Zeitlin 2020,66.68636927785911
Using Household Grants to Benchmark the Cost Effectiveness of a USAID Workforce Readiness Program,2020,2018,Rwanda,UCT,15,1.25,.0300016286194488,11.1105079514666,503,.503,.0503,.00503,653,165,488,.09,"Youth 16-30 from poor households with less than secondary education,",N,mental health,0,Unconditional,Depression,mcintosh_20,McIntosh & Zeitlin 2020,0,0,0,0,0,0,0,1,UCT,24,16 to 30,.59,McIntosh & Zeitlin,15 months,.0900048858583463,1,1,2174.509,0,131,McIntosh & Zeitlin 2020,.0300016286194488,.0900048858583463,-.1464047060955483,.2064079633344458,653,1,0,0,0,.23131658,1.25,McIntosh & Zeitlin 2020,58.03428346191878
Using Household Grants to Benchmark the Cost Effectiveness of a USAID Workforce Readiness Program,2020,2018,Rwanda,UCT,15,1.25,.5200212247425738,11.7516570869512,750,.75,.075,.0075,666,178,488,.09,"Youth 16-30 from poor households with less than secondary education,",N,subjective wellbeing,0,Unconditional,Depression,mcintosh_20,McIntosh & Zeitlin 2020,0,0,0,0,0,0,0,1,UCT,24,16 to 30,.59,McIntosh & Zeitlin,15 months,.085094382230603,1,1,2174.509,0,132,McIntosh & Zeitlin 2020,.5200212247425738,.085094382230603,.3532393002839068,.6868031492012407,666,1,0,0,0,.34490544,1.25,McIntosh & Zeitlin 2020,61.08224870715605
Happy lottery and LT Bias,2019,2015,Singapore,Lottery,12,1,.0144211534187084,208.0277431975814,254.16,.25416,.025416,.0025416,5472,1264,4362,.005,lottery players,N,Happiness,0,,Happiness or Satisfaction,Oswald_2019,Oswald 2019,0,0,0,0,1,0,0,0,Lottery,59.82,,.53,Oswald,,.0048070511395695,0,1,86974.74800000001,1,133,Oswald 2019,.0144211534187084,.0048070511395695,.00499950631331,.0238428005241068,5472,0,0,1,0,.0029222276,1,Oswald 2019,109.248755893356
Happy lottery and LT Bias,2019,2015,Singapore,Lottery,12,1,.0090896967002768,192.5256757958385,254.16,.25416,.025416,.0025416,5626,1264,4362,.004,lottery players,N,Life satisfaction,0,,Happiness or Satisfaction,Oswald_2019,Oswald 2019,0,0,0,0,1,0,0,0,Lottery,59.82,,.53,Oswald,,.0051941124001582,0,1,86974.74800000001,1,134,Oswald 2019,.0090896967002768,.0051941124001582,-.0010905765356861,.0192699699362398,5626,0,0,1,0,.0029222276,1,Oswald 2019,109.2025731627486
"Cash transfers, young women's economic well-being and HIV risk: evidence from HPTN 068",2019,2011,South Africa,CCT,36,3,.0066646909677632,75.02223320158102,480,.48,.048,.0048,2533,1272,1261,.04,households with never-married or pregant females aged 13-20 attending grades 8-11,Y,hope (State of Hope Scale),1,Conditional,Optimism,Kilburn_19,Kilburn et al. 2019,0,1,0,0,0,0,0,0,CCT,15.5,16 to 23,1,Kilburn et al.,36 months,.0133293819355264,1,0,12143.167,0,135,Kilburn et al. 2019,.0066646909677632,.0133293819355264,-.0194604175620473,.0327897994975736,2533,0,0,0,1,.039528403,0,Kilburn et al. 2019,107.4346150663733
"Cash transfers, young women's economic well-being and HIV risk: evidence from HPTN 068",2019,2011,South Africa,CCT,36,3,.0066646909677632,100.0296442687747,480,.48,.048,.0048,2533,1272,1261,.03,households with never-married or pregant females aged 13-20 attending grades 8-11,Y,depression (CES-D),1,Conditional,Depression,Kilburn_19,Kilburn et al. 2019,0,1,0,0,0,0,0,0,CCT,15.5,16 to 23,1,Kilburn et al.,36 months,.0099970364516448,1,0,12143.167,0,136,Kilburn et al. 2019,.0066646909677632,.0099970364516448,-.0129291404295947,.026258522365121,2533,1,0,0,0,.039528403,0,Kilburn et al. 2019,108.3393650837019
Long-run Effects of Lottery Wealth on Psychological Well-being,2020,2016,Sweden,Lottery,120,10,.0159963907060681,71.42857142857143,100000,100,10,1,3327,2664,663,.014,lottery players,N,happiness,0,,Happiness or Satisfaction,Lindqvist_20,Lindqvist et al. 2020,0,0,0,0,1,0,0,0,Lottery,59,"Adults, average age 59",.465,Lindqvist et al.,5 to 22 years,.014,0,1,50061.576,0,137,Lindqvist et al. 2020,.0159963907060681,.014,-.0114431050774926,.0434358864896289,3327,0,0,1,0,1.99754,10,Lindqvist et al. 2020,107.2234902766343
Long-run Effects of Lottery Wealth on Psychological Well-being,2020,2016,Sweden,Lottery,120,10,.0129968995945624,62.5,100000,100,10,1,3147,2520,627,.016,lottery players,N,psychological wellbeing (GHQ),0,,Happiness or Satisfaction,Lindqvist_20,Lindqvist et al. 2020,0,0,0,0,1,0,0,0,Lottery,59,"Adults, average age 59",.465,Lindqvist et al.,5 to 22 years,.016,0,1,50061.576,0,138,Lindqvist et al. 2020,.0129968995945624,.016,-.0183625241580785,.0443563233472032,3147,0,0,1,0,1.99754,10,Lindqvist et al. 2020,106.5380871435785
Long-run Effects of Lottery Wealth on Psychological Well-being,2020,2016,Sweden,Lottery,120,10,.0369916635373639,71.42857142857143,100000,100,10,1,3331,2668,663,.014,lottery players,N,overall life satisfaction,0,,Happiness or Satisfaction,Lindqvist_20,Lindqvist et al. 2020,0,0,0,0,1,0,0,0,Lottery,59,"Adults, average age 59",.465,Lindqvist et al.,5 to 22 years,.014,0,1,50061.576,0,139,Lindqvist et al. 2020,.0369916635373639,.014,.0095521677538031,.0644311593209246,3331,0,0,1,0,1.99754,10,Lindqvist et al. 2020,107.2234902766343
